id,type,series,formation,vehicle_number,company,depot,car_count,active,note
385,car,EF210,,EF210-154,JR貨物,吹田機関区,1,1,
386,car,EF210,,EF210-156,JR貨物,吹田機関区,1,1,
387,car,EF210,,EF210-157,JR貨物,吹田機関区,1,1,
388,car,EF210,,EF210-158,JR貨物,吹田機関区,1,1,
389,car,EF210,,EF210-159,JR貨物,吹田機関区,1,1,
390,car,EF210,,EF210-160,JR貨物,吹田機関区,1,1,
391,car,EF210,,EF210-165,JR貨物,吹田機関区,1,1,
392,car,EF210,,EF210-166,JR貨物,吹田機関区,1,1,
393,car,EF210,,EF210-167,JR貨物,吹田機関区,1,1,
394,car,EF210,,EF210-168,JR貨物,吹田機関区,1,1,
395,car,EF210,,EF210-169,JR貨物,吹田機関区,1,1,
396,car,EF210,,EF210-301,JR貨物,吹田機関区,1,1,
397,car,EF210,,EF210-302,JR貨物,吹田機関区,1,1,
398,car,EF210,,EF210-303,JR貨物,吹田機関区,1,1,
399,car,EF210,,EF210-304,JR貨物,吹田機関区,1,1,
400,car,EF210,,EF210-305,JR貨物,吹田機関区,1,1,
401,car,EF210,,EF210-306,JR貨物,吹田機関区,1,1,
402,car,EF210,,EF210-307,JR貨物,吹田機関区,1,1,
403,car,EF210,,EF210-308,JR貨物,吹田機関区,1,1,
404,car,EF210,,EF210-309,JR貨物,吹田機関区,1,1,
405,car,EF210,,EF210-310,JR貨物,吹田機関区,1,1,
406,car,EF210,,EF210-311,JR貨物,吹田機関区,1,1,
407,car,EF210,,EF210-312,JR貨物,吹田機関区,1,1,
408,car,EF210,,EF210-313,JR貨物,吹田機関区,1,1,
409,car,EF210,,EF210-314,JR貨物,吹田機関区,1,1,
410,car,EF210,,EF210-315,JR貨物,吹田機関区,1,1,
411,car,EF210,,EF210-316,JR貨物,吹田機関区,1,1,
412,car,EF210,,EF210-317,JR貨物,吹田機関区,1,1,
413,car,EF210,,EF210-318,JR貨物,吹田機関区,1,1,
414,car,EF210,,EF210-319,JR貨物,吹田機関区,1,1,
415,car,EF210,,EF210-320,JR貨物,吹田機関区,1,1,
416,car,EF210,,EF210-321,JR貨物,吹田機関区,1,1,
417,car,EF210,,EF210-322,JR貨物,吹田機関区,1,1,
418,car,EF210,,EF210-323,JR貨物,吹田機関区,1,1,
419,car,EF210,,EF210-324,JR貨物,吹田機関区,1,1,
420,car,EF210,,EF210-325,JR貨物,吹田機関区,1,1,
421,car,EF210,,EF210-326,JR貨物,吹田機関区,1,1,
422,car,EF210,,EF210-327,JR貨物,吹田機関区,1,1,
423,car,EF210,,EF210-328,JR貨物,吹田機関区,1,1,
424,car,EF210,,EF210-329,JR貨物,吹田機関区,1,1,
425,car,EF210,,EF210-330,JR貨物,吹田機関区,1,1,
426,car,EF210,,EF210-331,JR貨物,吹田機関区,1,1,
427,car,EF210,,EF210-332,JR貨物,吹田機関区,1,1,
428,car,EF210,,EF210-333,JR貨物,吹田機関区,1,1,
429,car,EF210,,EF210-334,JR貨物,吹田機関区,1,1,
430,car,EF210,,EF210-335,JR貨物,吹田機関区,1,1,
431,car,EF210,,EF210-336,JR貨物,吹田機関区,1,1,
432,car,EF210,,EF210-337,JR貨物,吹田機関区,1,1,
433,car,EF210,,EF210-338,JR貨物,吹田機関区,1,1,
434,car,EF210,,EF210-339,JR貨物,吹田機関区,1,1,
435,car,EF210,,EF210-340,JR貨物,吹田機関区,1,1,
436,car,EF210,,EF210-341,JR貨物,吹田機関区,1,1,
437,car,EF210,,EF210-342,JR貨物,吹田機関区,1,1,
438,car,EF210,,EF210-343,JR貨物,吹田機関区,1,1,
439,car,EF210,,EF210-349,JR貨物,吹田機関区,1,1,
440,car,EF210,,EF210-350,JR貨物,吹田機関区,1,1,
441,car,EF210,,EF210-351,JR貨物,吹田機関区,1,1,
442,car,EF210,,EF210-352,JR貨物,吹田機関区,1,1,
443,car,EF210,,EF210-353,JR貨物,吹田機関区,1,1,
444,car,EF210,,EF210-354,JR貨物,吹田機関区,1,1,
445,car,EF210,,EF210-355,JR貨物,吹田機関区,1,1,
446,car,EF210,,EF210-356,JR貨物,吹田機関区,1,1,
447,car,EF210,,EF210-365,JR貨物,吹田機関区,1,1,
448,car,EF210,,EF210-366,JR貨物,吹田機関区,1,1,
449,car,EF210,,EF210-367,JR貨物,吹田機関区,1,1,
450,car,EF210,,EF210-368,JR貨物,吹田機関区,1,1,
451,car,EF210,,EF210-369,JR貨物,吹田機関区,1,1,
452,car,EF210,,EF210-370,JR貨物,吹田機関区,1,1,
453,car,EF210,,EF210-371,JR貨物,吹田機関区,1,1,
454,car,EF210,,EF210-372,JR貨物,吹田機関区,1,1,
455,car,EF210,,EF210-373,JR貨物,吹田機関区,1,1,
456,car,EF210,,EF210-374,JR貨物,吹田機関区,1,1,
457,car,EF210,,EF210-901,JR貨物,岡山機関区,1,1,
458,car,EF210,,EF210-1,JR貨物,岡山機関区,1,1,
459,car,EF210,,EF210-2,JR貨物,岡山機関区,1,1,
460,car,EF210,,EF210-3,JR貨物,岡山機関区,1,1,
461,car,EF210,,EF210-4,JR貨物,岡山機関区,1,1,
462,car,EF210,,EF210-5,JR貨物,岡山機関区,1,1,
463,car,EF210,,EF210-6,JR貨物,岡山機関区,1,1,
464,car,EF210,,EF210-7,JR貨物,岡山機関区,1,1,
465,car,EF210,,EF210-8,JR貨物,岡山機関区,1,1,
466,car,EF210,,EF210-9,JR貨物,岡山機関区,1,1,
467,car,EF210,,EF210-10,JR貨物,岡山機関区,1,1,
468,car,EF210,,EF210-11,JR貨物,岡山機関区,1,1,
469,car,EF210,,EF210-12,JR貨物,岡山機関区,1,1,
470,car,EF210,,EF210-13,JR貨物,岡山機関区,1,1,
471,car,EF210,,EF210-14,JR貨物,岡山機関区,1,1,
472,car,EF210,,EF210-15,JR貨物,岡山機関区,1,1,
473,car,EF210,,EF210-16,JR貨物,岡山機関区,1,1,
474,car,EF210,,EF210-17,JR貨物,岡山機関区,1,1,
475,car,EF210,,EF210-18,JR貨物,岡山機関区,1,1,
476,car,EF210,,EF210-101,JR貨物,岡山機関区,1,1,
477,car,EF210,,EF210-102,JR貨物,岡山機関区,1,1,
478,car,EF210,,EF210-126,JR貨物,岡山機関区,1,1,
479,car,EF210,,EF210-127,JR貨物,岡山機関区,1,1,
480,car,EF210,,EF210-128,JR貨物,岡山機関区,1,1,
481,car,EF210,,EF210-129,JR貨物,岡山機関区,1,1,
482,car,EF210,,EF210-130,JR貨物,岡山機関区,1,1,
483,car,EF210,,EF210-131,JR貨物,岡山機関区,1,1,
484,car,EF210,,EF210-137,JR貨物,岡山機関区,1,1,
485,car,EF210,,EF210-138,JR貨物,岡山機関区,1,1,
486,car,EF210,,EF210-147,JR貨物,岡山機関区,1,1,
487,car,EF210,,EF210-148,JR貨物,岡山機関区,1,1,
488,car,EF210,,EF210-153,JR貨物,岡山機関区,1,1,
489,car,HD300,,HD300-16,JR貨物,岡山機関区,1,1,
490,car,HD300,,HD300-18,JR貨物,岡山機関区,1,1,
491,car,HD300,,HD300-19,JR貨物,岡山機関区,1,1,
492,car,HD300,,HD300-20,JR貨物,岡山機関区,1,1,
493,car,HD300,,HD300-22,JR貨物,岡山機関区,1,1,
494,car,HD300,,HD300-23,JR貨物,岡山機関区,1,1,
495,car,HD300,,HD300-24,JR貨物,岡山機関区,1,1,
496,car,HD300,,HD300-25,JR貨物,岡山機関区,1,1,
497,car,HD300,,HD300-26,JR貨物,岡山機関区,1,1,
498,car,HD300,,HD300-27,JR貨物,岡山機関区,1,1,
499,car,HD300,,HD300-28,JR貨物,岡山機関区,1,1,
500,car,HD300,,HD300-36,JR貨物,岡山機関区,1,1,
501,car,EF510,,EF510-301,JR貨物,門司機関区,1,1,
502,car,EF510,,EF510-302,JR貨物,門司機関区,1,1,
503,car,EF510,,EF510-303,JR貨物,門司機関区,1,1,
504,car,EF510,,EF510-304,JR貨物,門司機関区,1,1,
505,car,EF510,,EF510-305,JR貨物,門司機関区,1,1,
506,car,EF510,,EF510-306,JR貨物,門司機関区,1,1,
507,car,EF510,,EF510-307,JR貨物,門司機関区,1,1,
508,car,EF510,,EF510-308,JR貨物,門司機関区,1,1,
509,car,EF510,,EF510-309,JR貨物,門司機関区,1,1,
510,car,EF510,,EF510-310,JR貨物,門司機関区,1,1,
511,car,EF510,,EF510-311,JR貨物,門司機関区,1,1,
512,car,EF510,,EF510-312,JR貨物,門司機関区,1,1,
513,car,EF510,,EF510-313,JR貨物,門司機関区,1,1,
514,car,EF510,,EF510-314,JR貨物,門司機関区,1,1,
515,car,EF510,,EF510-315,JR貨物,門司機関区,1,1,
516,car,EF510,,EF510-316,JR貨物,門司機関区,1,1,
517,car,EF510,,EF510-317,JR貨物,門司機関区,1,1,
518,car,EH500,,EH500-45,JR貨物,門司機関区,1,1,
519,car,EH500,,EH500-46,JR貨物,門司機関区,1,1,
520,car,EH500,,EH500-47,JR貨物,門司機関区,1,1,
521,car,EH500,,EH500-48,JR貨物,門司機関区,1,1,
522,car,EH500,,EH500-49,JR貨物,門司機関区,1,1,
523,car,EH500,,EH500-50,JR貨物,門司機関区,1,1,
524,car,EH500,,EH500-65,JR貨物,門司機関区,1,1,
525,car,EH500,,EH500-66,JR貨物,門司機関区,1,1,
526,car,EH500,,EH500-67,JR貨物,門司機関区,1,1,
527,car,EH500,,EH500-68,JR貨物,門司機関区,1,1,
528,car,EH500,,EH500-69,JR貨物,門司機関区,1,1,
529,car,EH500,,EH500-70,JR貨物,門司機関区,1,1,
530,car,EH500,,EH500-71,JR貨物,門司機関区,1,1,
531,car,EH500,,EH500-72,JR貨物,門司機関区,1,1,
532,car,EH500,,EH500-73,JR貨物,門司機関区,1,1,
533,car,DB500,,DB500-1,JR貨物,門司機関区,1,1,
534,car,DB500,,DB500-51,JR貨物,門司機関区,1,1,
535,car,DB500,,DB500-52,JR貨物,門司機関区,1,1,
536,car,DB500,,DB500-53,JR貨物,門司機関区,1,1,
537,formation,209-2100,C602,,JR東日本,幕張車両センター,6,1,
538,formation,209-2100,C603,,JR東日本,幕張車両センター,6,1,
539,formation,209-2100,C604,,JR東日本,幕張車両センター,6,1,
540,formation,209-2100,C606,,JR東日本,幕張車両センター,6,1,
541,formation,209-2100,C607,,JR東日本,幕張車両センター,6,1,
542,formation,209-2100,C608,,JR東日本,幕張車両センター,6,1,
543,formation,209-2100,C610,,JR東日本,幕張車両センター,6,1,
544,formation,209-2100,C615,,JR東日本,幕張車両センター,6,1,
545,formation,209-2100,C617,,JR東日本,幕張車両センター,6,1,
546,formation,209-2100,C621,,JR東日本,幕張車両センター,6,1,
547,formation,209-2100,C622,,JR東日本,幕張車両センター,6,1,
548,formation,209-2100,C623,,JR東日本,幕張車両センター,6,1,
549,formation,209-2100,C624,,JR東日本,幕張車両センター,6,1,
550,formation,209-2100,C625,,JR東日本,幕張車両センター,6,1,
551,formation,209-2100,C401,,JR東日本,幕張車両センター,4,1,
552,formation,209-2100,C402,,JR東日本,幕張車両センター,4,1,
553,formation,209-2100,C403,,JR東日本,幕張車両センター,4,1,
554,formation,209-2100,C404,,JR東日本,幕張車両センター,4,1,
555,formation,209-2100,C405,,JR東日本,幕張車両センター,4,1,
556,formation,209-2100,C406,,JR東日本,幕張車両センター,4,1,
557,formation,209-2100,C407,,JR東日本,幕張車両センター,4,1,
558,formation,209-2100,C408,,JR東日本,幕張車両センター,4,1,
559,formation,209-2100,C409,,JR東日本,幕張車両センター,4,1,
560,formation,209-2100,C410,,JR東日本,幕張車両センター,4,1,
561,formation,209-2100,C411,,JR東日本,幕張車両センター,4,1,
562,formation,209-2100,C412,,JR東日本,幕張車両センター,4,1,
563,formation,209-2100,C413,,JR東日本,幕張車両センター,4,1,
564,formation,209-2100,C414,,JR東日本,幕張車両センター,4,1,
565,formation,209-2100,C415,,JR東日本,幕張車両センター,4,1,
566,formation,209-2100,C416,,JR東日本,幕張車両センター,4,1,
567,formation,209-2100,C417,,JR東日本,幕張車両センター,4,1,
568,formation,209-2100,C418,,JR東日本,幕張車両センター,4,1,
569,formation,209-2100,C419,,JR東日本,幕張車両センター,4,1,
570,formation,209-2100,C420,,JR東日本,幕張車両センター,4,1,
571,formation,209-2100,C421,,JR東日本,幕張車両センター,4,1,
572,formation,209-2100,C422,,JR東日本,幕張車両センター,4,1,
573,formation,209-2100,C423,,JR東日本,幕張車両センター,4,1,
574,formation,209-2100,C424,,JR東日本,幕張車両センター,4,1,
575,formation,209-2100,C425,,JR東日本,幕張車両センター,4,1,
576,formation,209-2100,C426,,JR東日本,幕張車両センター,4,1,
577,formation,209-2100,C427,,JR東日本,幕張車両センター,4,1,
578,formation,209-2100,C428,,JR東日本,幕張車両センター,4,1,
579,formation,209-2100,C429,,JR東日本,幕張車両センター,4,1,
580,formation,209-2100,C430,,JR東日本,幕張車両センター,4,1,
581,formation,209-2100,C431,,JR東日本,幕張車両センター,4,1,
582,formation,209-2100,C432,,JR東日本,幕張車両センター,4,1,
583,formation,209-2100,C433,,JR東日本,幕張車両センター,4,1,
584,formation,209-2100,C434,,JR東日本,幕張車両センター,4,1,
585,formation,209-2100,C435,,JR東日本,幕張車両センター,4,1,
586,formation,209-2100,C436,,JR東日本,幕張車両センター,4,1,
587,formation,209-2100,C437,,JR東日本,幕張車両センター,4,1,
588,formation,209-2100,C438,,JR東日本,幕張車両センター,4,1,
589,formation,209-2100,C439,,JR東日本,幕張車両センター,4,1,
590,formation,209-2100,C440,,JR東日本,幕張車両センター,4,1,
591,formation,209-2100,C441,,JR東日本,幕張車両センター,4,1,
592,formation,209-2100,C442,,JR東日本,幕張車両センター,4,1,
593,formation,209-2100,C443,,JR東日本,幕張車両センター,4,1,
594,formation,209-2100,C444,,JR東日本,幕張車両センター,4,1,
595,formation,209-2100,C445,,JR東日本,幕張車両センター,4,1,
596,formation,209-2100,C446,,JR東日本,幕張車両センター,4,1,
597,formation,209-2100,C447,,JR東日本,幕張車両センター,4,1,
598,formation,209-2100,C448,,JR東日本,幕張車両センター,4,1,
599,formation,209-2200,J1,,JR東日本,幕張車両センター,6,1,BOSO BICYCLE BASE
600,formation,209-500,M71,,JR東日本,京葉車両センター,8,1,
601,formation,209-500,M72,,JR東日本,京葉車両センター,8,1,
602,formation,209-500,M73,,JR東日本,京葉車両センター,8,1,
603,formation,209-500,M74,,JR東日本,京葉車両センター,8,1,
604,formation,209-500,M75,,JR東日本,京葉車両センター,8,1,
605,formation,209-500,M76,,JR東日本,京葉車両センター,8,1,
606,formation,209-500,M77,,JR東日本,京葉車両センター,8,1,
607,formation,209-500,M81,,JR東日本,京葉車両センター,8,1,
608,formation,209-500,M82,,JR東日本,京葉車両センター,8,1,
609,formation,209-500,M83,,JR東日本,京葉車両センター,8,1,
610,formation,209-500,M84,,JR東日本,京葉車両センター,8,1,
611,formation,209-500,34,,JR東日本,京葉車両センター,10,1,
612,formation,209-3500,51,,JR東日本,川越車両センター,4,1,
613,formation,209-3500,52,,JR東日本,川越車両センター,4,1,
614,formation,209-3500,53,,JR東日本,川越車両センター,4,1,
615,formation,209-3500,54,,JR東日本,川越車両センター,4,1,
616,formation,209-3500,55,,JR東日本,川越車両センター,4,1,
617,formation,209-0,MUE,,JR東日本,川越車両センター,6,1,MUE-Train
618,formation,211-3000,C2,,JR東日本,群馬車両センター,6,1,
619,formation,211-3000,C4,,JR東日本,群馬車両センター,6,1,
620,formation,211-3000,C6,,JR東日本,群馬車両センター,6,1,
621,formation,211-3000,C8,,JR東日本,群馬車両センター,6,1,
622,formation,211-3000,C13,,JR東日本,群馬車両センター,6,1,
623,formation,211-3000,C15,,JR東日本,群馬車両センター,6,1,
624,formation,211-3000,C17,,JR東日本,群馬車両センター,6,1,
625,formation,211-3000,A9,,JR東日本,群馬車両センター,4,1,
626,formation,211-3000,A25,,JR東日本,群馬車両センター,4,1,
627,formation,211-3000,A26,,JR東日本,群馬車両センター,4,1,
628,formation,211-3000,A27,,JR東日本,群馬車両センター,4,1,
629,formation,211-3000,A28,,JR東日本,群馬車両センター,4,1,
630,formation,211-3000,A30,,JR東日本,群馬車両センター,4,1,
631,formation,211-3000,A51,,JR東日本,群馬車両センター,4,1,
632,formation,211-3000,A52,,JR東日本,群馬車両センター,4,1,
633,formation,211-3000,A56,,JR東日本,群馬車両センター,4,1,
634,formation,211-3000,A57,,JR東日本,群馬車両センター,4,1,
635,formation,211-3000,A58,,JR東日本,群馬車両センター,4,1,
636,formation,211-3000,A59,,JR東日本,群馬車両センター,4,1,
637,formation,211-3000,A60,,JR東日本,群馬車両センター,4,1,
638,formation,211-3000,A61,,JR東日本,群馬車両センター,4,1,
639,formation,211-3000,A31,,JR東日本,群馬車両センター,4,1,
640,formation,211-3000,A32,,JR東日本,群馬車両センター,4,1,
641,formation,211-3000,A33,,JR東日本,群馬車両センター,4,1,
642,formation,211-3000,A34,,JR東日本,群馬車両センター,4,1,
643,formation,211-3000,A36,,JR東日本,群馬車両センター,4,1,
644,formation,211-3000,A37,,JR東日本,群馬車両センター,4,1,
645,car,DE10,,DE10-1116,JR西日本,金沢車両区富山支所,1,1,
646,car,DE15,,DE15-1504,JR西日本,金沢車両区富山支所,1,1,
647,car,DE15,,DE15-1532,JR西日本,金沢車両区富山支所,1,1,
648,car,DE15,,DE15-1541,JR西日本,金沢車両区富山支所,1,1,
649,car,C56,,C56-160,JR西日本,梅小路運転区,1,1,
650,car,C57,,C57-160,JR西日本,梅小路運転区,1,1,
651,car,C61,,C61-2,JR西日本,梅小路運転区,1,1,
652,car,C62,,C62-2,JR西日本,梅小路運転区,1,1,
653,car,D51,,D51-200,JR西日本,梅小路運転区,1,1,
654,car,DE10,,DE10-1118,JR西日本,梅小路運転区,1,1,
655,car,DE10,,DE10-1156,JR西日本,梅小路運転区,1,1,
656,car,DD51,,DD51-1109,JR西日本,網干総合車両所宮原支所,1,1,
657,car,DD51,,DD51-1183,JR西日本,網干総合車両所宮原支所,1,1,
658,car,DD51,,DD51-1191,JR西日本,網干総合車両所宮原支所,1,1,
659,car,DD51,,DD51-1192,JR西日本,網干総合車両所宮原支所,1,1,
660,car,DD51,,DD51-1193,JR西日本,網干総合車両所宮原支所,1,1,
661,car,DE10,,DE10-1028,JR西日本,網干総合車両所宮原支所,1,1,
662,car,DE10,,DE10-1115,JR西日本,網干総合車両所宮原支所,1,1,
663,car,DE10,,DE10-1152,JR西日本,網干総合車両所宮原支所,1,1,
664,car,DE10,,DE10-1106,JR西日本,吹田総合車両所福知山支所豊岡派出所,1,1,
665,car,DE10,,DE10-1147,JR西日本,下関総合車両所岡山電車支所,1,1,
666,car,DE10,,DE10-1151,JR西日本,下関総合車両所岡山電車支所,1,1,
667,car,DD51,,DD51-1179,JR西日本,後藤総合車両所米子支所,1,1,
668,car,DD51,,DD51-1186,JR西日本,後藤総合車両所米子支所,1,1,
669,car,DE10,,DE10-1058,JR西日本,後藤総合車両所米子支所,1,1,
670,car,DE10,,DE10-1159,JR西日本,後藤総合車両所米子支所,1,1,
671,car,DE10,,DE10-1161,JR西日本,後藤総合車両所米子支所,1,1,
672,car,EF65,,EF65-1120,JR西日本,下関総合車両所運用検修センター,1,1,
673,car,EF65,,EF65-1124,JR西日本,下関総合車両所運用検修センター,1,1,
674,car,EF65,,EF65-1126,JR西日本,下関総合車両所運用検修センター,1,1,
675,car,EF65,,EF65-1128,JR西日本,下関総合車両所運用検修センター,1,1,
676,car,EF65,,EF65-1130,JR西日本,下関総合車両所運用検修センター,1,1,
677,car,EF65,,EF65-1131,JR西日本,下関総合車両所運用検修センター,1,1,
678,car,EF65,,EF65-1132,JR西日本,下関総合車両所運用検修センター,1,1,
679,car,EF65,,EF65-1133,JR西日本,下関総合車両所運用検修センター,1,1,
680,car,EF65,,EF65-1134,JR西日本,下関総合車両所運用検修センター,1,1,
681,car,EF65,,EF65-1135,JR西日本,下関総合車両所運用検修センター,1,1,
682,car,DD51,,DD51-1043,JR西日本,下関総合車両所運用検修センター,1,1,
683,car,DE10,,DE10-1076,JR西日本,下関総合車両所運用検修センター,1,1,
684,car,DE10,,DE10-1514,JR西日本,下関総合車両所運用検修センター,1,1,
685,car,DE10,,DE10-1531,JR西日本,下関総合車両所運用検修センター,1,1,
686,car,C11,,C11-171,JR北海道,釧路運輸車両所,1,1,
687,car,DE10,,DE10-1660,JR北海道,釧路運輸車両所,1,1,
688,car,DE10,,DE10-1661,JR北海道,釧路運輸車両所,1,1,
689,car,DE10,,DE10-1690,JR北海道,釧路運輸車両所,1,1,
690,car,C11,,C11-207,JR北海道,旭川運転所,1,1,
691,car,DE10,,DE10-1691,JR北海道,旭川運転所,1,1,
692,car,DE10,,DE10-1692,JR北海道,旭川運転所,1,1,
693,car,DE10,,DE10-1715,JR北海道,旭川運転所,1,1,
694,car,DE10,,DE10-1742,JR北海道,旭川運転所,1,1,
695,car,DE15,,DE15-1509,JR北海道,旭川運転所,1,1,
696,car,DE15,,DE15-1533,JR北海道,旭川運転所,1,1,
697,car,DE15,,DE15-1534,JR北海道,旭川運転所,1,1,
698,car,DE15,,DE15-1535,JR北海道,旭川運転所,1,1,
699,car,DE15,,DE15-1542,JR北海道,旭川運転所,1,1,
700,car,DE15,,DE15-1543,JR北海道,旭川運転所,1,1,
701,car,DE15,,DE15-1545,JR北海道,旭川運転所,1,1,
702,car,DE15,,DE15-1546,JR北海道,旭川運転所,1,1,
703,car,DE15,,DE15-2511,JR北海道,旭川運転所,1,1,
704,car,DE15,,DE15-2514,JR北海道,旭川運転所,1,1,
705,car,DE15,,DE15-2515,JR北海道,旭川運転所,1,1,
706,car,DE15,,DE15-2521,JR北海道,旭川運転所,1,1,
707,car,DE10,,DE10-1737,JR北海道,函館運輸所,1,1,
708,car,DE10,,DE10-1738,JR北海道,函館運輸所,1,1,
709,car,DE10,,DE10-1739,JR北海道,函館運輸所,1,1,
710,car,DF200,,DF200-7000,JR九州,大分車両センター,1,1,
711,car,DD200,,DD200-701,JR九州,熊本車両センター,1,1,
712,car,DD200,,DD200-702,JR九州,熊本車両センター,1,1,
713,car,DE10,,DE10-1195,JR九州,熊本車両センター,1,1,
714,car,DE10,,DE10-1206,JR九州,熊本車両センター,1,1,
715,car,DE10,,DE10-1207,JR九州,熊本車両センター,1,1,
716,car,DE10,,DE10-1209,JR九州,熊本車両センター,1,1,
717,car,DE10,,DE10-1638,JR九州,熊本車両センター,1,1,
718,car,DE10,,DE10-1753,JR九州,熊本車両センター,1,1,
719,car,DE10,,DE10-1756,JR九州,熊本車両センター,1,1,
720,formation,E233-5000,501,,JR東日本,群馬車両センター,4,1,
721,formation,E233-5000,502,,JR東日本,群馬車両センター,4,1,
722,formation,E233-5000,503,,JR東日本,群馬車両センター,4,1,
723,formation,E233-5000,504,,JR東日本,群馬車両センター,4,1,
724,formation,E233-5000,505,,JR東日本,群馬車両センター,4,1,
725,formation,E233-5000,506,,JR東日本,京葉車両センター,10,1,
726,formation,E233-5000,507,,JR東日本,京葉車両センター,10,1,
727,formation,E233-5000,508,,JR東日本,京葉車両センター,10,1,
728,formation,E233-5000,509,,JR東日本,京葉車両センター,10,1,
729,formation,E233-5000,510,,JR東日本,京葉車両センター,10,1,
730,formation,E233-5000,511,,JR東日本,京葉車両センター,10,1,
731,formation,E233-5000,512,,JR東日本,京葉車両センター,10,1,
732,formation,E233-5000,513,,JR東日本,京葉車両センター,10,1,
733,formation,E233-5000,514,,JR東日本,京葉車両センター,10,1,
734,formation,E233-5000,515,,JR東日本,京葉車両センター,10,1,
735,formation,E233-5000,516,,JR東日本,京葉車両センター,10,1,
736,formation,E233-5000,517,,JR東日本,京葉車両センター,10,1,
737,formation,E233-5000,518,,JR東日本,京葉車両センター,10,1,
738,formation,E233-5000,519,,JR東日本,京葉車両センター,10,1,
